f1,y
-137.4042401533054,-24.077699888514275
79.55186722204135,-13.126415343036598
12.741373771897912,37.64114017052046
93.3174819794518,54.85426881962775
-6.1082856607685585,130.21041648797717
111.60260531068514,-136.04635265979036
-99.32411223941403,128.53510414856328
64.90799836570847,-13.316391213557296
-142.06085599168978,-122.53066316303038
-145.65856847209326,83.52008894126541
25.104907829267887,37.39102126662081
-48.52219199000919,118.00389248329179
127.2267291049967,117.0440558997629
-97.77384275085535,-4.45235472029907
-17.184723113120384,12.229742591169924
136.64516937682845,7.837591059377303
6.586036184984977,-99.75124222213383
-8.2096981399134,11.268575840218375
69.64604582587967,0.4083545574885079
-42.282326839420776,114.7421919966435
65.40489861894952,102.5904938966246
-49.02668186515038,-32.943458817655696
100.23539474218052,-59.772927287684894
8.699991749874357,-1.0923874471712338
3.7367791278497293,-66.3161593366004
-46.59143562726217,43.57270094922487
-70.33527517679985,-64.75719981654295
35.61508145934778,-63.13760831719087
-56.541487857282846,-84.5940555063298
139.1442542045936,-146.85451979238022
109.38227315615745,-25.399714020592242
71.10825183154466,-68.80954365329929
-5.681198346385941,77.91898940064118
-92.41591872516949,-71.75569772989246
61.98628316731265,-131.81013924605247
-47.87298768753047,79.08419644678392
80.3511145207265,-20.963048122505967
-42.9138132709199,-127.28954422846863
126.4361403265438,-14.623688605719167
18.682351824582383,19.832790824456794
-46.42080224631829,-125.98861195335172
-112.12755243757263,100.72183952580912
90.58821195858332,-107.06038801893511
70.37479065830462,5.038187389010801
67.99704253270838,-147.47086784924718
-27.240788521710456,-41.91726652232484
-61.3721536010502,-101.95207522941811
-135.30193264308238,-4.536255605719276
-76.85241218669252,-4.141271912338823
-27.282441461741968,-81.72667163286846
77.92339641687005,61.02727607256696
121.73100885534518,-34.24764741619953
-95.7951766164541,44.58872833897291
120.95560096152525,-121.11598875255005
101.69830898063421,136.36608160872333
-80.72351379497948,108.21063178736762
70.03403703036682,122.29748652605326
-18.464157026142317,51.49201959840403
-49.483630137622285,7.775908315167015
75.6045822672402,19.5230339477649
-16.967129776451827,137.23976145922245
-95.85366105275786,-133.58177287288586
-64.45340743559387,-48.00599911879547
-101.77623066813995,76.31818704502237
-86.00390933482709,107.76391533331275
-27.075006243970293,-129.66090820971664
-117.04854855681192,-17.047360232302054
103.75982032947223,69.84109872800681
113.07068063792155,-126.95894456802345
92.11494156739087,-59.55533554107852
71.33384529052697,-115.03132297843406
107.85882068744166,-110.35916713518299
-91.2467912796381,-7.848186434030794
133.0711394676511,105.2279965905341
-99.40642153573083,45.39012219102352
4.765061291611772,-39.30337727446516
-67.56740502883667,120.26380370018421
-44.50064144876217,-119.36220708944268
-0.07021789374198306,-117.07973212044563
-8.649492596871454,69.57638118418907
-9.433371278543916,46.24977373078747
64.23800532162144,27.2775903563996
28.154695554848644,24.016602254722756
-131.6233367294032,-124.44050358506287
101.9942832947134,29.774610567193037
32.38059661925021,144.81931983101993
91.71885958648548,-146.80403435233708
-70.0637748073544,32.004211192357445
57.868961486922615,-127.51980698264694
-39.932372040133515,57.6049281061876
-61.49188035064864,-75.35249832965405
90.73791481463738,-143.65878071853118
142.8370443417311,-33.987657259859134
101.49500169381648,37.82656363426037
82.84947361428854,-119.98603224316248
55.10063402928088,33.67289919743234
-56.42512489536287,94.19969626134244
79.13582278046479,36.89628339845228
47.70700922558018,-45.247891974112264
